species_code,site_code,id,x,y,genus,species,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,bio20,bio21,bio22,bio23,bio24,bio25,bio26,bio27,bio28,bio29,bio30,bio31,bio32,bio33,bio34,bio35,min.minT,max.maxT,aet,pet,aet.pet.ratio,not.hot.precip
PCGL,AK006,4397,-149.58,63.67,Picea,glauca,-4.457706928,9.885852814,0.244417995,0.040857591,17.23999977,-23.2064991,40.44649887,9.608782768,-7.106013775,9.820198059,-17.71499062,460,18.9489994,3.568470001,0.574605584,217.9317932,56.32992172,208.216507,69.41277313,73.19522858,151.8630066,3.533329964,0.728061616,120.9161987,97.6207962,131.5106049,13.20005035,0.756267726,0.966440022,0.457922012,0.211434096,0.944118083,0.527985096,0.65524888,0.817206621,-234,174,20.80946178,480,0.043353045,251.783493
PCGL,AK007,4425,-149.58,61.33,Picea,glauca,0.493127793,8.485061646,0.270693898,0.029567741,17.03230095,-14.31330013,31.34560013,8.264053345,-0.477136612,11.05303001,-9.334231377,543,18.08460045,5.295400143,0.373773187,210.4324036,77.64292145,174.6575012,117.9962997,79.4872818,153.9819946,7.657999992,0.675547123,96.37844086,110.1664963,136.1177979,17.74402046,0.842398286,1.054327965,0.493411988,0.233760104,1.028118014,0.548321605,0.608311415,1.005347013,-145,172,16.37435622,527,0.031070885,368.3424988
PCSI,AK008,4537,-149.5,60.5,Picea,sitchensis,0.1234769,7.677505016,0.280332893,0.025149871,15.34519958,-12.04189968,27.38710022,3.113598108,1.413794994,9.41310215,-7.864665985,824.0004272,27.01600075,8.189220428,0.362107009,310.4143982,118.4815979,208.9447937,210.7375031,78.86226654,149.5019989,8.966670036,0.649192393,64.78299713,129.1009064,126.6696014,22.56706047,0.98242873,1.170407057,0.673168004,0.1604269,1.134868979,0.738698781,0.806539297,1.078498006,-121,155,17.16399741,423,0.040576826,615.0556335
PCGL,AK009,4657,-143.92,62.83,Picea,glauca,-4.038245201,12.18295002,0.270491689,0.043531761,19.57999992,-25.45999908,45.04000092,10.62985992,-10.26451969,10.63916016,-19.00251961,353.9999084,14.7361002,2.847700119,0.549628317,163.4223022,44.21350098,162.3692017,55.83914948,81.25498199,167.3970032,5.598670006,0.706990719,142.0498962,74.9025116,146.7843018,13.2914896,0.51635468,0.58870697,0.383670002,0.1184332,0.57985878,0.427102089,0.487172186,0.573719621,-257,198,17.45536023,493,0.03540641,191.6307068
PCGL,AK010,4409,-147.33,61.83,Picea,glauca,-5.911955833,10.66646004,0.284380496,0.03581157,14.2677002,-23.23999977,37.50770187,6.500245094,-8.543157578,6.571585178,-17.52518082,482.9999084,16.29560089,4.756720066,0.379044503,190.1703949,74.02497101,189.4279022,95.45745087,74.73552704,146.8059998,6.666669846,0.663195729,117.7473984,99.69828033,122.4347992,14.96444035,0.846367717,0.972588003,0.629630029,0.1296435,0.959716618,0.685465872,0.7524786,0.954908073,-234,145,18.05499131,473,0.038171229,293.5720062
PCGL,AK011,4538,-145.25,61.33,Picea,glauca,-3.62311697,11.05080032,0.292096496,0.035046291,16.11940002,-21.7133007,37.83269882,6.354710102,-4.314383984,8.388291359,-15.54102039,686.0001221,18.82710075,7.065740108,0.289639711,235.5995941,107.919899,221.1999054,155.0424957,81.78344727,159.8710022,7.666669846,0.666563928,107.6222,113.2261963,138.4501953,16.17535019,0.940085471,1.068694949,0.731424987,0.129469395,1.061087012,0.760973573,0.800136626,1.038692951,-219,163,14.90633686,539,0.027655541,464.8002167
PCGL,AK012,4564,-141.33,62.83,Picea,glauca,-5.798777103,12.75030994,0.239561796,0.054565601,20.22999954,-32.99349976,53.2234993,11.80434036,-17.15756989,11.80434036,-25.09572029,321.9999084,16.8696003,1.836140037,0.760060728,176.2472992,28.40835953,176.2472992,33.33927917,87.34272003,181.5480042,5.599999905,0.719457209,161.4947968,59.36349869,161.4947968,13.50496006,0.46017471,0.563663006,0.346406996,0.132960394,0.533084989,0.375401109,0.519638896,0.450674295,-334,204,16.19919704,545,0.029723297,145.7526093
PCGL,AK013,4735,-148.17,64.83,Picea,glauca,-3.300837994,11.07524014,0.228182703,0.050748371,21.70999908,-26.82670021,48.5367012,13.28164005,-11.04584026,13.74180984,-20.78705025,301.9999084,12.80809975,1.880489945,0.612952828,148.052597,31.13549042,144.4915009,44.63211823,77.9724884,171.5480042,2.466670036,0.770346582,136.4297028,70.08318329,148.3181,11.54479027,0.452697307,0.529781997,0.317364007,0.154115707,0.521745384,0.349119097,0.42225939,0.499368101,-270,218,17.39780813,543,0.032040162,157.5084076
PCSI,AK014,3480,-152.7,58.05,Picea,sitchensis,3.602823019,6.494169235,0.307451189,0.018963359,15.52260017,-5.599999905,21.12260056,3.719799995,9.565785408,10.87036991,-2.350680113,1486,35.91970062,19.98270035,0.170733601,438.1600952,311.7904968,338.9219055,408.5768127,89.64456177,165.2700043,14.87069988,0.606163085,54.41481018,157.6130066,137.9375,29.57592964,1.175711989,1.266003966,1.042956948,0.055660281,1.244832993,1.093793035,1.115242004,1.229642034,-56,156,23.76841727,432,0.055019484,1147.078094
TSME,AK015,5240,-148.97,60.08,Tsuga,mertensiana,0.885613799,6.604031086,0.287494391,0.021108599,14.00969982,-8.961290359,22.97098923,1.71014297,5.733921051,8.868683815,-5.63421011,1273,40.41619873,13.45189953,0.333864897,458.5389099,194.7613983,263.5780945,338.9732056,79.86686707,150.397995,9.576669693,0.642650127,52.10852051,145.4512024,127.9871979,27.50175095,1.131288052,1.313128948,0.933510005,0.095821276,1.259598017,0.984686017,1.031779051,1.177906036,-90,141,28.16156199,380,0.074109374,1009.421906
PCSI,AK016,5241,-149.58,60.2,Picea,sitchensis,1.094874978,7.210927963,0.282423794,0.02326034,15.37100029,-10.16129971,25.53230095,2.924963951,4.909853935,9.771814346,-6.294908047,1011,34.04560089,10.61779976,0.385224611,387.0804138,145.3085938,227.3632965,266.8742981,78.57103729,147.5460052,9.60667038,0.637024999,58.06002045,139.3141937,124.7655029,23.34544945,1.043035984,1.247841001,0.736072004,0.141673103,1.198555946,0.824728489,0.878814816,1.121574998,-102,155,21.98311632,416,0.05284403,783.6367035
PCSI,AK017,5242,-151.15,59.62,Picea,sitchensis,2.152271986,7.859423161,0.305967689,0.02305411,15.67420006,-10.01290035,25.68709946,5.251636982,4.417271137,10.51288033,-5.533208847,694.9998779,22.77860069,7.613110065,0.368547797,264.7304993,101.8143997,176.2210999,170.0077972,83.44220734,156.9309998,10.61270046,0.640598118,69.70974731,139.289093,135.1784058,24.63711929,0.923282206,1.11728096,0.582319021,0.193561897,1.096150994,0.650888383,0.70197171,1.045132995,-101,157,23.33098238,444,0.052547258,518.7787781
PCSI,AK018,5243,-151.42,59.68,Picea,sitchensis,1.706040978,7.819145203,0.307099193,0.022804691,15.44839954,-10.01290035,25.4612999,4.728179932,3.782500982,10.08471966,-5.725916862,675,21.47450066,7.437310219,0.346359789,251.9510956,101.927002,173.7978973,164.4732056,84.19879913,159.1309967,10.6239996,0.642919123,70.31363678,140.4255066,137.0153961,24.72640038,0.926344514,1.11026001,0.599431992,0.183030501,1.087990999,0.666306078,0.712361217,1.041710019,-101,155,22.50577983,458,0.049139257,501.2021027
PCSI,AK019,5245,-139.311,59.645,Picea,sitchensis,1.083948016,8.731613159,0.313095689,0.024459969,15.16129971,-12.72669983,27.88800049,1.242030025,5.368795872,9.720568657,-7.313107967,2141,66.76110077,25.79990005,0.281773508,754.4667969,382.3674927,474.4317017,540.3286743,91.75147247,179.5809937,11.66670036,0.654421687,52.45378113,162.3952026,152.9895935,22.56637955,1.297165036,1.571079016,1.098606944,0.101204798,1.480551004,1.147928953,1.208621025,1.329563975,-129,152,13.14644097,499,0.026345573,1666.568298
TSME,AK020,5239,-145.67,60.6,Tsuga,mertensiana,2.68294692,8.125717163,0.317210913,0.02235863,15.86130047,-9.754839897,25.61614037,5.65188694,6.726398945,10.70250034,-4.879590988,1823,56.46559906,24.93770027,0.291771591,653.7871704,328.7304077,432.4093933,446.7969055,84.3235321,165.3999939,8.54666996,0.668132722,69.91445923,151.639801,139.8063965,19.39414024,1.226047039,1.461282969,1.061424017,0.097065963,1.387730002,1.085131049,1.154420972,1.256338954,-99,159,17.31927811,473,0.03661581,1390.590607
TSME,AK021,5244,-141.68,60,Tsuga,mertensiana,-1.228006959,7.814468861,0.305175185,0.023093039,12.16129971,-13.44519997,25.60650063,-0.130052,-2.291959047,7.183372021,-8.564996719,1915,54.89849854,24.89800072,0.261939913,654.9545288,349.0166016,483.2438049,450.3851013,85.80412292,166.0540009,10.43529987,0.646469772,56.75484085,124.9077988,139.2597046,24.69765091,1.265617013,1.457903028,1.130331039,0.080187701,1.410712957,1.161306977,1.237233996,1.263419986,-136,122,13.00820312,347,0.037487617,1431.756195
PCSI,AK022,5246,-143.97,60.25,Picea,sitchensis,3.792273045,7.783110142,0.324078292,0.02071956,16.16130066,-7.854839802,24.01613998,4.871173859,5.656922817,11.31935978,-3.166172028,2076,61.00920105,24.37360001,0.293472886,734.578125,359.3818054,500.4783936,522.8814087,88.06645966,173.2949982,9.504670143,0.665255904,57.11375046,147.760498,147.0155029,20.55480003,1.276257038,1.506854057,1.068739057,0.103335701,1.45855701,1.127264023,1.21249795,1.315292001,-80,162,16.35721934,492,0.033246381,1575.521606
PCSI,AK023,5247,-150.83,59.37,Picea,sitchensis,2.377142906,7.002350807,0.302625,0.02084242,14.98709965,-8.151610374,23.13871002,4.285577774,5.644744873,10.13766956,-4.357085228,908.9998169,28.36499977,9.953430176,0.34435761,335.0093079,140.2980042,207.8003998,235.6472015,82.73486328,154.6470032,10.72200012,0.636096597,61.77827072,145.7071991,133.2711029,24.64336014,1.028460979,1.187201023,0.762911022,0.121860802,1.157809019,0.841406286,0.882520676,1.097082019,-82,150,26.65870228,408,0.065339957,701.1994171
TSME,AK024,5248,-148.83,60.07,Tsuga,mertensiana,1.089334011,6.545969009,0.287347496,0.020957351,14.1097002,-8.670969963,22.78067017,1.920971036,5.908883095,9.007640839,-5.400782108,1295,40.84730148,13.69019985,0.3291789,464.2138977,199.7221985,267.5867004,345.0061951,79.83277893,150.4640045,9.536669731,0.642943978,52.08625031,145.4178009,127.9007034,27.46616936,1.136312008,1.318410993,0.945110023,0.094652608,1.264672041,0.991936326,1.038478017,1.182530999,-87,142,28.94223811,374,0.077385663,1027.4133
TSME,AK025,5249,-148.45,60.75,Tsuga,mertensiana,2.287113905,7.778423786,0.28933391,0.02472724,16.87100029,-10.01290035,26.88389969,2.825320005,7.825321198,11.19484043,-5.995545864,1162,35.72240067,13.16100025,0.3143287,408.20401,183.246994,250.296402,326.5397949,81.54090118,156.8529968,8.626669884,0.662033319,52.29219055,149.1298065,133.8518982,19.17664909,1.067538023,1.259858966,0.76789099,0.137004003,1.212988973,0.849126518,0.894947886,1.166260004,-101,170,23.87020392,499,0.04783608,911.703598
PCSI,AK026,5250,-150.58,60.08,Picea,sitchensis,1.447427034,7.925144196,0.293980092,0.02452201,15.73550034,-11.22259998,26.95809937,4.627649784,2.927773952,10.3390398,-6.677656174,708.0001221,24.77079964,7.404349804,0.402968794,281.8510132,100.651001,185.5700989,166.5617981,81.72572327,153.9559937,9.937330246,0.645285428,67.77793121,132.1401978,132.303299,23.72816086,0.924176276,1.136608958,0.579133987,0.198470399,1.104833007,0.645277619,0.712089717,1.042685032,-113,158,21.73187456,494,0.043991649,522.4300232
TSME,AK027,3614,-149.17,60.82,Tsuga,mertensiana,0.381091505,7.828792095,0.283188105,0.025322979,15.7322998,-11.91289997,27.64520073,3.320288897,3.887048006,9.684148788,-7.713109016,920.0001221,28.14459991,9.34679985,0.3240107,328.373291,140.177002,218.6687927,252.8392029,79.68109894,151.9349976,8.666669846,0.655790806,65.33122253,139.661499,128.9701996,19.22084999,1.011186004,1.187898993,0.709383011,0.147251204,1.150197029,0.780824304,0.836304605,1.110846996,-120,159,18.56451822,478,0.038837904,701.3313293
TSME,AK028,5251,-148.58,60.83,Tsuga,mertensiana,-1.189131975,8.08705616,0.289289415,0.02589608,14.43229961,-13.52260017,27.95490074,1.816800952,0.233494505,8.288069725,-9.350053787,884.0001831,25.2173996,9.895480156,0.260677099,297.2940063,148.6741943,227.6141052,233.0278015,78.89888,150.6719971,8.323329926,0.657239497,64.61789703,129.8013,127.3331985,18.81925964,1.030501008,1.154031038,0.831683993,0.097575903,1.126942039,0.87611562,0.925552487,1.096531987,-136,146,21.68968695,455,0.047669642,656.3860779
TSME,AK029,3618,-149.47,60.12,Tsuga,mertensiana,2.966782093,6.678221226,0.278820992,0.02192843,16.20969963,-7.741940022,23.95163918,3.748390913,8.945661545,11.14009953,-4.180985928,1354,46.9516983,12.17070007,0.397952706,522.3845215,189.9154053,261.0401001,368.6794128,79.73240662,149.6670074,9.726670265,0.640010118,52.14226151,145.0865021,127.5282974,23.47985077,1.122004032,1.374933958,0.793244004,0.142755896,1.304633975,0.898714781,0.948799074,1.199682951,-78,163,25.81953365,462,0.055886436,1092.9599
TSME,AK030,5252,-148.9,60.37,Tsuga,mertensiana,-0.135930404,7.170921803,0.287615806,0.02294408,14.0710001,-10.86130047,24.93230057,1.651877046,3.514312983,8.449106216,-7.237238884,1096,33.5033989,12.48970032,0.309870392,385.1452026,174.1013947,246.1921997,297.2056885,79.45527649,150.2649994,9.256669998,0.645848811,58.41672134,141.6497955,127.4095001,22.99718094,1.090029955,1.244734049,0.893067002,0.092549108,1.201187968,0.947332084,0.992069781,1.145992041,-109,142,23.24235865,390,0.059595791,849.8078003
PCGL,AK031,3593,-162.3,67.93,Picea,glauca,-7.310212135,6.747003078,0.173415795,0.043637268,13.10649967,-25.79999924,38.90650177,7.130081177,-15.17345047,8.129776001,-20.87689018,209,10.46609974,1.835630059,0.689536273,110.2256012,23.8631897,100.9627991,27.22458076,71.49449921,179.9550018,0.174193993,0.854241192,98.0114212,84.33583069,126.0614014,13.17533016,0.4734734,0.696560979,0.349985003,0.259436697,0.658380389,0.360684991,0.492422402,0.399947405,-258,133,17.46937214,270,0.064701378,108.0372009
PCGL,AK032,3586,-154.05,67.45,Picea,glauca,-12.52705002,10.9230299,0.215827495,0.054841891,14.21000004,-36.40000153,50.61000061,5.446325779,-29.62698936,6.12560606,-29.85551071,331.9997864,16.46150017,2.909049988,0.583668292,158.7478943,51.07339859,154.4658051,51.51359177,67.61681366,162.0820007,0.306667,0.828632891,107.4509964,7.197371006,122.5432968,13.8213501,0.618130088,0.832850993,0.455529988,0.198828399,0.797557712,0.491860002,0.585346818,0.55236578,-364,145,17.84653021,321,0.055596667,177.5339813
PCGL,AK033,3607,-143.72,68.63,Picea,glauca,-13.09628963,8.804695129,0.192228794,0.051700421,11.10319996,-34.70000076,45.80319977,4.348188877,-21.0991993,4.453276157,-29.11470985,150,6.65914011,1.178740025,0.623907924,74.63716888,17.89175987,73.681633,21.58848,72.55769348,179.6900024,0.158065006,0.855566978,131.1255951,83.36316681,138.7994995,12.69124031,0.369732708,0.464471012,0.304886013,0.151234403,0.449082285,0.319100708,0.396576196,0.324712098,-347,114,18.7217954,260,0.072006905,76.318367
PCGL,AK034,3889,-163.7,64.82,Picea,glauca,-4.215062141,7.532627106,0.212669507,0.038017619,14.31939983,-21.10000038,35.41939926,7.351169109,-7.843380928,9.260969162,-16.2656002,403,20.47890091,3.519269943,0.625919282,200.3925018,52.4901619,178.4951019,61.79771042,79.37425995,179.4190063,2.466670036,0.76896441,101.0953979,113.4779968,135.1101074,19.36467934,0.752223015,1.052212954,0.455112994,0.242685497,0.99591589,0.518179715,0.692170918,0.754550219,-211,145,19.14383681,336,0.056975705,224.5048981
PCGL,AK035,3879,-147.78,63.25,Picea,glauca,-4.931272984,10.98237038,0.2580643,0.042552419,17.32999992,-25.22669983,42.55670166,9.562135696,-10.26922035,9.564491272,-19.14956093,336.9997864,15.52639961,2.15602994,0.645979822,170.7545929,37.61418915,169.0950012,48.88856125,74.08548737,151,4.533329964,0.711720824,126.1736984,80.18756866,131.0198975,11.95491982,0.529022574,0.633322001,0.368285,0.154091597,0.619262397,0.410675496,0.547425389,0.545667708,-254,175,20.76866322,480,0.043268048,167.9047852
PCGL,AK036,3887,-145.33,65.5,Picea,glauca,-6.397162914,11.62493038,0.217627302,0.056751791,21.25,-32.16669846,53.41669846,12.54193974,-13.11793041,12.66117001,-25.61437988,220,8.641449928,1.652699947,0.539028406,101.4310989,26.68770027,99.85246277,36.19068909,77.90904236,172.2669983,1.406669974,0.785344601,144.1396942,79.37609863,149.5854034,10.04516983,0.396654695,0.447645009,0.302237004,0.120076999,0.443758786,0.325181901,0.353961289,0.434664011,-323,214,17.91712964,504,0.03554986,120.1475372
PCGL,AK037,3888,-145.33,65.5,Picea,glauca,-6.397162914,11.62493038,0.217627302,0.056751791,21.25,-32.16669846,53.41669846,12.54193974,-13.11793041,12.66117001,-25.61437988,220,8.641449928,1.652699947,0.539028406,101.4310989,26.68770027,99.85246277,36.19068909,77.90904236,172.2669983,1.406669974,0.785344601,144.1396942,79.37609863,149.5854034,10.04516983,0.396654695,0.447645009,0.302237004,0.120076999,0.443758786,0.325181901,0.353961289,0.434664011,-323,214,17.91712964,504,0.03554986,120.1475372
PCGL,AK038,3890,-163.67,64.92,Picea,glauca,-4.322711945,7.482433796,0.210066304,0.03831147,14.31939983,-21.29999924,35.61940002,7.341590881,-8.011761665,9.261018753,-16.4487896,394.0000916,19.79809952,3.519330025,0.616462886,194.4230957,51.57481003,173.8025055,60.79227829,78.63192749,178.397995,2.194000006,0.772203028,99.77604675,112.8890991,133.707901,19.04681015,0.744907081,1.047508955,0.454755992,0.243222803,0.988658726,0.51488018,0.682264686,0.746021211,-213,145,19.20118634,343,0.055980135,220.1975861
PCGL,AK039,3891,-147.92,63.27,Picea,glauca,-5.074161053,10.78328037,0.258302599,0.041739121,16.92000008,-24.82670021,41.74670029,9.218114853,-8.934428215,9.218114853,-18.92001915,347.0000916,15.94079971,2.178390026,0.641297579,174.9918976,39.31829071,174.9918976,50.08456039,73.53338623,149.7689972,4.533329964,0.710056782,124.8386002,89.11136627,124.8386002,14.21753979,0.55293709,0.669623971,0.376837999,0.162329197,0.653873682,0.42335251,0.586683512,0.564691484,-250,171,20.70280675,476,0.043493291,172.008194
PCGL,AK040,3892,-146.62,65.37,Picea,glauca,-7.176746845,10.67660046,0.212582707,0.053935699,19.06999969,-31.15329933,50.22330093,10.89612961,-13.88860989,10.98682022,-25.23670959,259,11.30599976,1.489189982,0.621588111,129.3654938,29.7341404,127.8984985,40.95531845,76.08193207,168.4470062,1.476670027,0.779552817,139.0832977,78.57965851,144.5605011,10.32909966,0.438011706,0.492150992,0.332486004,0.103918098,0.479839891,0.367193788,0.428010792,0.459391713,-313,192,18.07858789,484,0.037352454,131.1015015
PCGL,AK041,3893,-146.62,65.37,Picea,glauca,-7.176746845,10.67660046,0.212582707,0.053935699,19.06999969,-31.15329933,50.22330093,10.89612961,-13.88860989,10.98682022,-25.23670959,259,11.30599976,1.489189982,0.621588111,129.3654938,29.7341404,127.8984985,40.95531845,76.08193207,168.4470062,1.476670027,0.779552817,139.0832977,78.57965851,144.5605011,10.32909966,0.438011706,0.492150992,0.332486004,0.103918098,0.479839891,0.367193788,0.428010792,0.459391713,-313,192,18.07858789,484,0.037352454,131.1015015
PCGL,AK042,3894,-145.93,65.37,Picea,glauca,-7.033936977,11.10929012,0.216484994,0.05476233,19.75,-31.56669998,51.31669998,11.31453991,-13.74104977,11.41454029,-25.39216995,240,10.38739967,1.46697998,0.614468813,118.9633026,27.70373917,117.6148987,37.03947067,76.75950623,169.7910004,1.476670027,0.778738081,140.4967041,79.05474091,145.9407043,10.33928967,0.417990595,0.462612003,0.318973005,0.103187896,0.458009303,0.351112187,0.401973099,0.439587504,-317,199,17.99373791,467,0.038530488,122.3851013
PCGL,AK043,3895,-145.93,65.37,Picea,glauca,-7.033936977,11.10929012,0.216484994,0.05476233,19.75,-31.56669998,51.31669998,11.31453991,-13.74104977,11.41454029,-25.39216995,240,10.38739967,1.46697998,0.614468813,118.9633026,27.70373917,117.6148987,37.03947067,76.75950623,169.7910004,1.476670027,0.778738081,140.4967041,79.05474091,145.9407043,10.33928967,0.417990595,0.462612003,0.318973005,0.103187896,0.458009303,0.351112187,0.401973099,0.439587504,-317,199,17.99373791,467,0.038530488,122.3851013
PCGL,AK044,3896,-148.67,63.9,Picea,glauca,-4.501191139,11.21061039,0.262634605,0.042382099,18.23999977,-24.44519997,42.68519974,10.08973026,-10.11678028,10.11888027,-18.46339035,359.0000916,17.03409958,2.154989958,0.681557715,186.985199,36.09275055,184.6302948,48.73167038,74.4171524,156.4069977,3.329999924,0.735189319,130.1716003,79.36743927,135.2608948,12.98293972,0.546606481,0.674252987,0.361490995,0.178114504,0.655291378,0.407779187,0.559195399,0.563278615,-246,184,19.61943723,489,0.040121549,174.3697968
PCGL,AK045,3897,-148.67,63.9,Picea,glauca,-4.501191139,11.21061039,0.262634605,0.042382099,18.23999977,-24.44519997,42.68519974,10.08973026,-10.11678028,10.11888027,-18.46339035,359.0000916,17.03409958,2.154989958,0.681557715,186.985199,36.09275055,184.6302948,48.73167038,74.4171524,156.4069977,3.329999924,0.735189319,130.1716003,79.36743927,135.2608948,12.98293972,0.546606481,0.674252987,0.361490995,0.178114504,0.655291378,0.407779187,0.559195399,0.563278615,-246,184,19.61943723,489,0.040121549,174.3697968
PCGL,AK046,3706,-159.62,67.07,Picea,glauca,-6.706989765,7.598081112,0.186434001,0.046065848,14.65480042,-26.10000038,40.75479889,7.801087856,-10.07332039,9.272727966,-21.45689964,251.0001068,12.69820023,2.180530071,0.636694014,126.2634964,33.74979019,112.9184036,36.0591507,72.84591675,176.4259949,0.328667015,0.828920186,100.6577988,106.4695969,134.9010925,10.72634029,0.516759574,0.727226019,0.363052011,0.233711705,0.6961326,0.39505899,0.490445197,0.47137931,-261,149,18.05175783,324,0.055715302,138.0817032
PCGL,AK047,5256,-141.1,68.1,Picea,glauca,-10.92685032,9.823331833,0.198323295,0.054304361,15.39000034,-34.14189911,49.5318985,7.057393074,-22.24156952,7.670421124,-27.93592072,188,8.59428978,1.421280026,0.6160267,91.35410309,21.37838936,89.56269836,23.6001091,78.20761871,189.3820038,0.217741996,0.846501887,135.1824036,66.41187286,151.9161072,13.74687004,0.392702103,0.490260005,0.325019002,0.156035304,0.482147902,0.336366594,0.395277411,0.351922214,-342,157,18.98601469,336,0.056505996,98.43730164
PCGL,AK048,5255,-150.08,67.12,Picea,glauca,-7.682258129,11.68949032,0.227359101,0.053765941,19.54000092,-31.87420082,51.41419983,10.35706997,-15.56359959,10.78411007,-25.09384918,295,12.47099972,2.340169907,0.579878271,140.2814026,34.51306152,133.853302,43.68119812,69.99363708,164.8789978,0.339332998,0.820100725,121.3239975,73.77568054,134.4290009,7.622486115,0.482584596,0.608703017,0.355991989,0.173962802,0.596849382,0.378311813,0.429234385,0.496804208,-320,197,18.55740982,450,0.041238688,161.146698
PCGL,AK049,5258,-150.08,67.15,Picea,glauca,-7.682258129,11.68949032,0.227359101,0.053765941,19.54000092,-31.87420082,51.41419983,10.35706997,-15.56359959,10.78411007,-25.09384918,295,12.47099972,2.340169907,0.579878271,140.2814026,34.51306152,133.853302,43.68119812,69.99363708,164.8789978,0.339332998,0.820100725,121.3239975,73.77568054,134.4290009,7.622486115,0.482584596,0.608703017,0.355991989,0.173962802,0.596849382,0.378311813,0.429234385,0.496804208,-320,197,18.55740982,450,0.041238688,161.146698
PCGL,AK050,5259,-149.13,67.15,Picea,glauca,-9.063835144,12.34939003,0.241605207,0.053086791,18.32999992,-32.78390121,51.11389923,8.786407471,-18.82345009,9.178095818,-25.9239502,285.0002136,11.93879986,2.132980108,0.608051777,139.8020935,33.45742035,135.8916016,40.36367035,70.55462646,166.052002,0.351332992,0.818910718,122.7154999,64.57164001,135.8101044,7.774829865,0.467968106,0.568508029,0.359656006,0.145128801,0.559745312,0.386462003,0.444022894,0.464482903,-329,185,18.48427856,462,0.040009261,149.1086121
PCGL,AK051,5260,-149.13,67.15,Picea,glauca,-9.063835144,12.34939003,0.241605207,0.053086791,18.32999992,-32.78390121,51.11389923,8.786407471,-18.82345009,9.178095818,-25.9239502,285.0002136,11.93879986,2.132980108,0.608051777,139.8020935,33.45742035,135.8916016,40.36367035,70.55462646,166.052002,0.351332992,0.818910718,122.7154999,64.57164001,135.8101044,7.774829865,0.467968106,0.568508029,0.359656006,0.145128801,0.559745312,0.386462003,0.444022894,0.464482903,-329,185,18.48427856,462,0.040009261,149.1086121
PCGL,AK052,5257,-152.07,67.13,Picea,glauca,-7.663681984,11.62481022,0.220363393,0.055879589,19.84000015,-32.91289902,52.75289917,10.32717037,-13.81243038,11.40769005,-25.90616989,320,13.83069992,2.786390066,0.521686971,143.2837067,40.33969116,132.1717987,51.70289993,70.04621124,165.651001,0.331333011,0.822582781,113.6552963,83.56266022,134.8955994,10.52645016,0.532977819,0.696147025,0.35641101,0.207047999,0.675101876,0.382532388,0.427994698,0.569387317,-330,200,17.79347271,430,0.041380169,187.8282013
PCGL,AK053,3642,-143.13,68.08,Picea,glauca,-11.02828026,9.471371651,0.198936597,0.053119101,14.10999966,-33.5,47.61000061,6.816569805,-18.39945984,6.97612381,-27.87982941,159,6.843719959,1.192469954,0.599645019,76.96224213,18.33410072,75.84384155,22.94656944,75.95189667,184.102005,0.217741996,0.845479012,138.7991943,85.96962738,146.3518066,9.75506115,0.367046893,0.443298012,0.300053,0.137166902,0.43854329,0.31473121,0.373792499,0.341613501,-335,144,18.74394772,333,0.056288131,83.15615845
PCGL,AK054,5254,-150,63.1,Picea,glauca,-4.699834824,8.970048904,0.246255398,0.03652297,15.39999962,-21.0258007,36.42580032,7.314033985,-7.755348206,8.361210823,-16.16824913,574,21.68700027,5.134970188,0.480332285,250.7693939,82.48815155,239.1389008,97.14111328,69.96952057,141.5050049,4.806670189,0.69567281,99.71662903,95.69426727,115.9160004,14.37467957,0.91957128,1.065147042,0.645290017,0.140742004,1.04321301,0.716471076,0.848585129,0.976756275,-212,156,19.59245513,332,0.059013419,334.8610992
PCGL,AK055,5262,-148.13,63.08,Picea,glauca,-5.756823063,10.47597027,0.261072189,0.0399018,15.69999981,-24.42670059,40.12670135,8.050844193,-9.817660332,8.050844193,-18.75507927,365,16.40430069,2.638439894,0.617858589,180.8753967,44.41323853,180.8753967,53.94350815,73.43018341,148.8419952,4.806670189,0.705011725,124.2415009,89.06797791,124.2415009,14.5230999,0.605375826,0.740391016,0.40823701,0.165365398,0.722828686,0.463963091,0.638064682,0.613024771,-246,159,20.52201971,447,0.045910559,184.1246033
PCGL,AK056,5261,-149,63.12,Picea,glauca,-4.670942783,8.927425385,0.24718,0.036305841,14.82999992,-21.28709984,36.11709976,7.699903965,-7.551087856,8.167896271,-16.25488091,472.0000916,18.27079964,3.93840003,0.523119092,213.7740936,62.3270607,208.8654022,76.03392792,72.79862976,147.3560028,4.806670189,0.705919683,112.1891022,97.65525818,123.2288971,14.44196033,0.819158971,1.021378994,0.525723994,0.185838699,0.997537971,0.599431872,0.758967876,0.866619229,-215,150,20.15165896,423,0.047639856,263.1346893
PCGL,AK057,3043,-162.2,65.18,Picea,glauca,-4.996070862,7.508533001,0.200797796,0.041060761,14.79349995,-22.60000038,37.39350128,7.352223873,-3.324858904,9.520421982,-17.92045975,389.9999084,20.46629906,3.07291007,0.629827976,193.8072968,50.90909958,157.8912964,63.46685028,77.36904144,176.4519958,1.466670036,0.780933917,98.18775177,138.0729065,139.2689056,18.2493,0.747169912,1.045081973,0.429421008,0.242746398,0.983524024,0.504215002,0.612735927,0.757570922,-226,150,19.45325519,346,0.056223281,232.1086121
