species_code,site_code,id,x,y,genus,species,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,bio20,bio21,bio22,bio23,bio24,bio25,bio26,bio27,bio28,bio29,bio30,bio31,bio32,bio33,bio34,bio35,min.minT,max.maxT,aet,pet,aet.pet.ratio,not.hot.precip
AUCH,ARGE070,5158,-71.1,-40.73,Austrocedrus,chilensis,7.839595795,12.0672102,0.507644892,0.01534893,21.79999924,-1.970970035,23.77096939,2.779304981,13.38360977,13.4533596,2.504242897,761.9998779,30.65629959,4.685110092,0.61574471,366.2939148,75.45359802,76.38049316,347.8796997,157.4598999,246.6170044,63.58060074,0.41896379,73.85659027,237.7745056,235.0498962,82.99516296,0.742003024,1.212434053,0.300790012,0.463937193,1.18195796,0.331857502,0.333098888,1.168295979,-20,218,40.20930268,995,0.040411359,685.6193848
AUCH,ARGE071,5160,-71.13,-39.93,Austrocedrus,chilensis,8.903164864,12.93826962,0.537289083,0.01488717,23.29999924,-0.780645013,24.08064079,4.121427059,14.30622959,14.37956047,3.719130993,645.0001221,28.17499924,3.328579903,0.676703215,327.1872864,56.50465012,57.29367828,315.0183105,163.7910004,255.8249969,68.47899628,0.410401493,77.95841217,246.2733002,243.5558014,83.77823639,0.667145908,1.183395028,0.245361999,0.525207698,1.138263941,0.273687601,0.274676412,1.137406945,-8,233,43.60586665,1047,0.041648392,587.7064438
AUCH,ARGE072,5164,-71.7,-43.18,Austrocedrus,chilensis,5.460713863,10.84090042,0.510159791,0.01376815,17.5,-3.75,21.25,0.756848097,10.33020973,10.40353966,0.593572676,1096,37.23820114,10.81029987,0.448833615,452.8192139,151.0962067,151.6941986,443.8340149,144.1949005,229.8000031,56.32260132,0.431845397,65.22927856,206.3896027,211.6819,70.37568665,0.933429182,1.279315948,0.511358976,0.2896097,1.250684977,0.565194309,0.580659986,1.243437052,-38,175,38.47630211,923,0.041686134,944.3058014
AUCH,ARGE073,5149,-70.98,-41.03,Austrocedrus,chilensis,7.288578987,12.23429012,0.504137874,0.01582123,21.5,-2.767740011,24.26774025,2.277241945,12.80902004,13.03402042,1.783424973,593.9998779,25.63800049,3.491039991,0.671549022,299.5141907,54.10615921,55.58818054,271.3536987,155.0061951,243.2299957,62.1473999,0.422097504,71.2351532,235.9765015,231.8177948,81.47419739,0.670632482,1.161800027,0.261022002,0.510949671,1.122112989,0.285223812,0.286395013,1.109230995,-28,215,36.27968265,935,0.0388018,538.4116974
AUCH,ARGE074,5152,-71.28,-40.05,Austrocedrus,chilensis,8.124629974,12.53065968,0.533806324,0.01452312,22.19029999,-1.283869982,23.47417068,3.313968897,13.38564014,13.46872044,3.096600056,814.9998169,34.38140106,4.500060081,0.617839873,391.2593994,77.14459991,77.81874084,376.6915894,162.0211029,253.6239929,67.17610168,0.412797004,77.46929169,243.8473053,241.0585022,86.44764709,0.753310323,1.25060904,0.293186992,0.465279192,1.199818969,0.329895586,0.331575811,1.18769002,-13,222,46.50317569,991,0.046925505,737.181076
AUCH,ARGE075,5153,-71.15,-41.08,Austrocedrus,chilensis,7.901974201,11.90923977,0.50113517,0.01531317,21.79999924,-1.964519978,23.76452065,3.084223986,13.25901985,13.48690033,2.556080103,733.0001221,29.7947998,4.595220089,0.647798419,360.6856079,68.76277161,69.85413361,332.0358887,154.8757935,243.246994,62.1271019,0.422305286,71.13912964,235.852005,231.6428986,81.36695862,0.730433583,1.203163981,0.289990008,0.479395211,1.176061988,0.319596887,0.321160913,1.157111049,-20,218,39.03640526,980,0.039833067,663.1459885
AUCH,ARGE076,5192,-71.27,-40.7,Austrocedrus,chilensis,6.55725193,11.93352985,0.514949322,0.01489013,20.20000076,-2.974189997,23.17419052,1.50622797,11.9015398,11.98281956,1.400148988,833.0001221,33.94630051,4.982180119,0.578567088,386.1601868,85.75421906,86.79612732,380.4440002,157.2422028,246.1940002,63.41939926,0.418551713,75.76380157,237.2906952,234.5702057,82.83080292,0.789070725,1.249613047,0.32791701,0.423413604,1.201452017,0.369201392,0.372111708,1.195772052,-30,202,43.14978301,975,0.044256188,746.2039948
AUCH,ARGE077,5159,-71.4,-40.65,Austrocedrus,chilensis,6.287466049,11.87454987,0.521478117,0.01436404,19.79030037,-2.980649948,22.77095032,1.358585954,11.45100021,11.54619026,1.336501002,970.9998169,40.04940033,5.94698,0.546357214,437.2153015,104.6959991,108.125,436.8742065,158.5984955,248.9259949,64.4552002,0.417790413,79.76078796,239.3479004,232.4458008,83.77636719,0.852279007,1.310104012,0.362156004,0.381746411,1.240859985,0.419137597,0.419611514,1.239676952,-30,198,46.86046978,833,0.056255066,862.8748169
AUCH,ARGE078,5170,-71.22,-42.97,Austrocedrus,chilensis,6.786437988,12.06408978,0.508389771,0.01527143,20.10000038,-3.630000114,23.72999954,1.743916988,11.80601978,12.27966976,1.37094295,533.0001221,18.81329918,4.643980026,0.508238494,232.2684937,65.76248169,66.82037354,224.1600952,145.1291046,230.2949982,57.06969833,0.430429012,64.88878632,221.9577026,217.6448975,71.2098465,0.655917227,1.089658976,0.300004005,0.463813901,1.062922001,0.317010313,0.318151593,1.062922001,-37,201,34.07360389,869,0.039210131,466.1797485
AUCH,ARGE079,5171,-71.12,-39.12,Austrocedrus,chilensis,8.167518616,13.98875999,0.569619119,0.0143187,23.47100067,-1.087100029,24.55809975,3.464593887,13.33802032,13.41456032,3.19302702,799.9998779,34.45439911,4.016839981,0.670209527,403.490509,68.78022003,69.07888794,386.8216858,169.8135071,264.4660034,73.39230347,0.400379211,83.11908722,253.7048035,250.9665985,88.8585968,0.71274972,1.243836999,0.260468006,0.514533877,1.198632002,0.29384321,0.29540211,1.190752983,-11,235,45.69331121,991,0.046108286,730.92099
AUCH,ARGE080,5172,-71.48,-41.53,Austrocedrus,chilensis,6.370081902,12.00994968,0.518463016,0.01488346,19.89999962,-3.26451993,23.16452026,1.267717004,11.5482502,11.77690029,1.177641988,928,35.35860062,5.947730064,0.54329139,412.9768982,100.3673019,102.4364014,403.7882996,151.3822937,239.4060059,60.07580185,0.426384598,71.79577637,231.1846008,226.934494,78.92980194,0.830749989,1.262583017,0.359694004,0.395337611,1.220528007,0.405493885,0.409033388,1.212483048,-33,199,42.06930449,937,0.04489787,825.5635986
AUCH,ARGE081,5180,-70.75,-41.18,Austrocedrus,chilensis,7.058884144,12.57610989,0.509553611,0.01616448,21.5,-3.180649996,24.68065071,1.882130027,12.4396801,12.90198994,1.412505984,488.0002136,21.74839973,2.801939964,0.681530297,248.270401,43.78094101,45.37797928,231.0980072,153.5854034,241.1940002,61.35480118,0.423473001,70.35019684,234.1766052,229.7420044,76.6521225,0.618020415,1.119374037,0.234203994,0.538856387,1.071288943,0.256058514,0.257143408,1.071288943,-32,215,33.12026907,936,0.035384903,442.6222343
AUCH,ARGE082,5154,-71.03,-40.07,Austrocedrus,chilensis,8.748705864,12.74775982,0.531656802,0.01502874,23,-0.977419019,23.97742081,3.720818043,14.18966007,14.26299953,3.517965078,668.9998779,28.47439957,3.558459997,0.65398252,332.7473145,60.68883133,61.36296844,322.5018005,162.4692993,254.0070038,67.38970184,0.412340701,77.73152161,244.5184937,241.7752991,82.77001953,0.683517873,1.188774943,0.256029993,0.509785116,1.146325946,0.285734206,0.286933601,1.144333959,-10,230,42.88675496,1021,0.042004657,607.6369095
AUCH,ARGE083,5167,-71.27,-39.28,Austrocedrus,chilensis,6.201941013,13.47290993,0.562656224,0.01384652,21.07099915,-2.874190092,23.94519043,1.566823959,11.16874027,11.26939011,1.440273046,896.0001221,37.40259933,4.291059971,0.655871987,444.3016052,76.92220306,79.81317139,431.9768066,168.6360016,263.1940002,72.45159912,0.402390003,83.07145691,252.4938965,245.6347961,88.08389282,0.774229705,1.281816006,0.291788995,0.470038593,1.240883946,0.333806306,0.333806306,1.23210299,-29,211,50.02660597,977,0.051204305,816.1869507
AUCH,ARGE084,5194,-70.98,-41.05,Austrocedrus,chilensis,7.288578987,12.23429012,0.504137874,0.01582123,21.5,-2.767740011,24.26774025,2.277241945,12.80902004,13.03402042,1.783424973,593.9998779,25.63800049,3.491039991,0.671549022,299.5141907,54.10615921,55.58818054,271.3536987,155.0061951,243.2299957,62.1473999,0.422097504,71.2351532,235.9765015,231.8177948,81.47419739,0.670632482,1.161800027,0.261022002,0.510949671,1.122112989,0.285223812,0.286395013,1.109230995,-28,215,36.27968265,935,0.0388018,538.4116974
AUCH,ARGE085,5168,-71.57,-43.02,Austrocedrus,chilensis,7.47668314,11.30578041,0.508456588,0.01410584,20.10000038,-2.135479927,22.23547935,2.813313961,12.50105,12.59092045,2.461390018,1005,34.16659927,9.426850319,0.471091598,424.7157898,132.5579987,134.2442017,412.6435852,144.6356964,230.4980011,56.63029861,0.431428313,64.49716949,207.3834991,216.7268982,70.74842834,0.859975398,1.246876001,0.431214005,0.354744911,1.225885987,0.461579502,0.482052505,1.216431975,-22,201,37.13681522,793,0.046830788,870.7557983
AUCH,ARGE086,5177,-71.13,-40.7,Austrocedrus,chilensis,7.839595795,12.0672102,0.507644892,0.01534893,21.79999924,-1.970970035,23.77096939,2.779304981,13.38360977,13.4533596,2.504242897,761.9998779,30.65629959,4.685110092,0.61574471,366.2939148,75.45359802,76.38049316,347.8796997,157.4598999,246.6170044,63.58060074,0.41896379,73.85659027,237.7745056,235.0498962,82.99516296,0.742003024,1.212434053,0.300790012,0.463937193,1.18195796,0.331857502,0.333098888,1.168295979,-20,218,40.20930268,995,0.040411359,685.6193848
FICU,ARGE087,5186,-71.8,-41.1,Fitzroya,cupressoides,6.338881016,11.3273201,0.515786409,0.01369985,19.19029999,-2.770970106,21.96126938,1.72518599,11.26603985,11.37372971,1.601737022,1384,55.76259995,9.762339592,0.483584315,592.6557007,171.9160004,175.1737976,587.0994873,154.5912018,244.7890015,61.92259979,0.423280388,92.16284943,234.1063995,227.0160065,81.14401245,1.025485039,1.46994698,0.514361024,0.275744796,1.360445023,0.621385515,0.627333522,1.358000994,-28,192,49.25656826,880,0.055973373,1208.826202
FICU,ARGE088,5183,-71.78,-41.17,Fitzroya,cupressoides,5.788929939,11.34401989,0.518909574,0.0137481,18.59029961,-3.270970106,21.8612709,1.029973984,10.71852016,10.81851959,1.029973984,1329,52.05379868,9.094770432,0.48439759,564.4940186,161.6699982,165.7519073,564.4940186,153.4210052,243.6670074,61.35480118,0.423764288,80.72653961,232.3704071,225.2102051,80.72653961,1.008386016,1.431468964,0.50018698,0.283225596,1.340059996,0.600829005,0.606052101,1.340059996,-33,186,48.5039062,773,0.062747615,1163.248093
FICU,ARGE089,5187,-71.77,-41.83,Fitzroya,cupressoides,5.368031979,11.48666,0.525278628,0.0139527,18.10000038,-3.767740011,21.86774063,0.600247324,10.17168999,10.41438007,0.515135825,1202,44.5237999,8.153100014,0.496052891,513.6066284,142.2613983,147.6197968,507.1152039,150.3417053,237.8670044,59.35480118,0.428855985,70.97915649,229.9521027,221.5444031,78.01883698,0.959077716,1.355774999,0.462790012,0.30864659,1.300513983,0.546187222,0.549335718,1.294427037,-38,181,45.3884114,957,0.047427807,1054.380203
FICU,ARGE090,5188,-71.78,-41.83,Fitzroya,cupressoides,5.368031979,11.48666,0.525278628,0.0139527,18.10000038,-3.767740011,21.86774063,0.600247324,10.17168999,10.41438007,0.515135825,1202,44.5237999,8.153100014,0.496052891,513.6066284,142.2613983,147.6197968,507.1152039,150.3417053,237.8670044,59.35480118,0.428855985,70.97915649,229.9521027,221.5444031,78.01883698,0.959077716,1.355774999,0.462790012,0.30864659,1.300513983,0.546187222,0.549335718,1.294427037,-38,181,45.3884114,957,0.047427807,1054.380203
FICU,ARGE091,5193,-71.83,-42.08,Fitzroya,cupressoides,6.622141838,11.71166992,0.52314347,0.01416135,19.60000038,-2.787100077,22.38710022,1.837717056,11.52396965,11.74108028,1.636849046,1185,42.56969833,8.568699837,0.507373393,515.3516846,140.302597,142.7059021,504.119812,148.4275055,235.7510071,58.68939972,0.429356098,67.75946808,227.0888062,222.9454956,72.89389038,0.931713581,1.333709955,0.439579993,0.335467011,1.300199986,0.507406414,0.515631616,1.291448951,-28,196,42.73974245,1004,0.042569465,1042.294098
FICU,ARGE092,5166,-71.9,-41.25,Fitzroya,cupressoides,5.427546978,11.13638973,0.523628771,0.01328647,17.89030075,-3.377419949,21.26771927,0.851935685,10.19046974,10.29687977,0.851935685,1563,58.61270142,11.00290012,0.461399913,648.2247925,196.3052979,200.4644012,648.2247925,153.9011993,244.2079926,61.41350174,0.425101697,80.48829651,233.3666992,226.2635956,80.48829651,1.099037051,1.497804999,0.631312013,0.230703101,1.405006051,0.746551514,0.749529779,1.405006051,-34,179,50.76513307,874,0.058083676,1362.535599
FICU,ARGE093,5181,-71.97,-42.73,Fitzroya,cupressoides,6.407156944,10.93111992,0.516561925,0.01348557,18.5,-2.66128993,21.16128922,1.833498955,11.28306007,11.28306007,1.657320023,1323,46.80099869,12.44120026,0.474505812,561.352417,176.2601013,176.2601013,551.6710205,145.8078003,232.8430023,57.35520172,0.431504101,66.17922974,218.8937073,218.8937073,71.37593079,1.005941033,1.376459002,0.574293971,0.270773411,1.336500049,0.63655287,0.658914089,1.328848004,-27,185,40.76825812,777,0.052468801,1146.739899
FICU,ARGE094,5182,-71.95,-42.58,Fitzroya,cupressoides,5.723686218,11.03110027,0.518834829,0.01356745,17.89999962,-3.361289978,21.2612896,1.125954986,10.52616978,10.60406017,0.944813788,1259,44.73479843,10.73579979,0.478296012,534.7922974,163.4427948,165.091095,526.6755981,146.5538025,233.651001,57.74319839,0.430942804,66.61952972,222.7837067,215.8966064,71.78220367,0.988690674,1.356248021,0.546491027,0.277630508,1.316027045,0.61344552,0.619588077,1.309767962,-34,179,41.03280286,757,0.054204495,1093.908905
NOPU,ARGE095,5151,-71.63,-41.27,Nothofagus,obliqua,5.325572014,11.58495998,0.520106912,0.01421638,18.39999962,-3.874190092,22.2741909,0.40617919,10.23598003,10.49098015,0.40617919,1083,42.99629974,7.164820194,0.512512922,471.372406,125.4263992,129.6799927,471.372406,153.6156006,243.1029968,61.36349869,0.424151391,80.56931305,234.2805023,225.7140045,80.56931305,0.914421797,1.340481043,0.421471,0.333485186,1.267343044,0.493023098,0.496220112,1.267498016,-39,184,46.24267934,824,0.056119756,953.3200073
NOPU,ARGE096,5150,-71.63,-41.27,Nothofagus,obliqua,5.325572014,11.58495998,0.520106912,0.01421638,18.39999962,-3.874190092,22.2741909,0.40617919,10.23598003,10.49098015,0.40617919,1083,42.99629974,7.164820194,0.512512922,471.372406,125.4263992,129.6799927,471.372406,153.6156006,243.1029968,61.36349869,0.424151391,80.56931305,234.2805023,225.7140045,80.56931305,0.914421797,1.340481043,0.421471,0.333485186,1.267343044,0.493023098,0.496220112,1.267498016,-39,184,46.24267934,824,0.056119756,953.3200073
NOPU,ARGE097,5173,-71.8,-41.12,Nothofagus,obliqua,6.338881016,11.3273201,0.515786409,0.01369985,19.19029999,-2.770970106,21.96126938,1.72518599,11.26603985,11.37372971,1.601737022,1384,55.76259995,9.762339592,0.483584315,592.6557007,171.9160004,175.1737976,587.0994873,154.5912018,244.7890015,61.92259979,0.423280388,92.16284943,234.1063995,227.0160065,81.14401245,1.025485039,1.46994698,0.514361024,0.275744796,1.360445023,0.621385515,0.627333522,1.358000994,-28,192,49.25656826,880,0.055973373,1208.826202
NOPU,ARGE098,5174,-71.8,-41.12,Nothofagus,obliqua,6.338881016,11.3273201,0.515786409,0.01369985,19.19029999,-2.770970106,21.96126938,1.72518599,11.26603985,11.37372971,1.601737022,1384,55.76259995,9.762339592,0.483584315,592.6557007,171.9160004,175.1737976,587.0994873,154.5912018,244.7890015,61.92259979,0.423280388,92.16284943,234.1063995,227.0160065,81.14401245,1.025485039,1.46994698,0.514361024,0.275744796,1.360445023,0.621385515,0.627333522,1.358000994,-28,192,49.25656826,880,0.055973373,1208.826202
NOPU,ARGE099,5175,-71.8,-41.12,Nothofagus,obliqua,6.338881016,11.3273201,0.515786409,0.01369985,19.19029999,-2.770970106,21.96126938,1.72518599,11.26603985,11.37372971,1.601737022,1384,55.76259995,9.762339592,0.483584315,592.6557007,171.9160004,175.1737976,587.0994873,154.5912018,244.7890015,61.92259979,0.423280388,92.16284943,234.1063995,227.0160065,81.14401245,1.025485039,1.46994698,0.514361024,0.275744796,1.360445023,0.621385515,0.627333522,1.358000994,-28,192,49.25656826,880,0.055973373,1208.826202
NOPU,ARGE100,5176,-71.8,-41.12,Nothofagus,obliqua,6.338881016,11.3273201,0.515786409,0.01369985,19.19029999,-2.770970106,21.96126938,1.72518599,11.26603985,11.37372971,1.601737022,1384,55.76259995,9.762339592,0.483584315,592.6557007,171.9160004,175.1737976,587.0994873,154.5912018,244.7890015,61.92259979,0.423280388,92.16284943,234.1063995,227.0160065,81.14401245,1.025485039,1.46994698,0.514361024,0.275744796,1.360445023,0.621385515,0.627333522,1.358000994,-28,192,49.25656826,880,0.055973373,1208.826202
NOPU,ARGE101,5141,-71.8,-41.15,Nothofagus,obliqua,6.338881016,11.3273201,0.515786409,0.01369985,19.19029999,-2.770970106,21.96126938,1.72518599,11.26603985,11.37372971,1.601737022,1384,55.76259995,9.762339592,0.483584315,592.6557007,171.9160004,175.1737976,587.0994873,154.5912018,244.7890015,61.92259979,0.423280388,92.16284943,234.1063995,227.0160065,81.14401245,1.025485039,1.46994698,0.514361024,0.275744796,1.360445023,0.621385515,0.627333522,1.358000994,-28,192,49.25656826,880,0.055973373,1208.826202
NOPU,ARGE102,5142,-71.8,-41.15,Nothofagus,obliqua,6.338881016,11.3273201,0.515786409,0.01369985,19.19029999,-2.770970106,21.96126938,1.72518599,11.26603985,11.37372971,1.601737022,1384,55.76259995,9.762339592,0.483584315,592.6557007,171.9160004,175.1737976,587.0994873,154.5912018,244.7890015,61.92259979,0.423280388,92.16284943,234.1063995,227.0160065,81.14401245,1.025485039,1.46994698,0.514361024,0.275744796,1.360445023,0.621385515,0.627333522,1.358000994,-28,192,49.25656826,880,0.055973373,1208.826202
NOPU,ARGE103,5143,-71.8,-41.15,Nothofagus,obliqua,6.338881016,11.3273201,0.515786409,0.01369985,19.19029999,-2.770970106,21.96126938,1.72518599,11.26603985,11.37372971,1.601737022,1384,55.76259995,9.762339592,0.483584315,592.6557007,171.9160004,175.1737976,587.0994873,154.5912018,244.7890015,61.92259979,0.423280388,92.16284943,234.1063995,227.0160065,81.14401245,1.025485039,1.46994698,0.514361024,0.275744796,1.360445023,0.621385515,0.627333522,1.358000994,-28,192,49.25656826,880,0.055973373,1208.826202
NOPU,ARGE104,5144,-71.8,-41.15,Nothofagus,obliqua,6.338881016,11.3273201,0.515786409,0.01369985,19.19029999,-2.770970106,21.96126938,1.72518599,11.26603985,11.37372971,1.601737022,1384,55.76259995,9.762339592,0.483584315,592.6557007,171.9160004,175.1737976,587.0994873,154.5912018,244.7890015,61.92259979,0.423280388,92.16284943,234.1063995,227.0160065,81.14401245,1.025485039,1.46994698,0.514361024,0.275744796,1.360445023,0.621385515,0.627333522,1.358000994,-28,192,49.25656826,880,0.055973373,1208.826202
NOPU,ARGE105,5145,-71.8,-41.15,Nothofagus,obliqua,6.338881016,11.3273201,0.515786409,0.01369985,19.19029999,-2.770970106,21.96126938,1.72518599,11.26603985,11.37372971,1.601737022,1384,55.76259995,9.762339592,0.483584315,592.6557007,171.9160004,175.1737976,587.0994873,154.5912018,244.7890015,61.92259979,0.423280388,92.16284943,234.1063995,227.0160065,81.14401245,1.025485039,1.46994698,0.514361024,0.275744796,1.360445023,0.621385515,0.627333522,1.358000994,-28,192,49.25656826,880,0.055973373,1208.826202
NOPU,ARGE106,5146,-71.8,-41.15,Nothofagus,obliqua,6.338881016,11.3273201,0.515786409,0.01369985,19.19029999,-2.770970106,21.96126938,1.72518599,11.26603985,11.37372971,1.601737022,1384,55.76259995,9.762339592,0.483584315,592.6557007,171.9160004,175.1737976,587.0994873,154.5912018,244.7890015,61.92259979,0.423280388,92.16284943,234.1063995,227.0160065,81.14401245,1.025485039,1.46994698,0.514361024,0.275744796,1.360445023,0.621385515,0.627333522,1.358000994,-28,192,49.25656826,880,0.055973373,1208.826202
NOPU,ARGE107,5147,-71.8,-41.15,Nothofagus,obliqua,6.338881016,11.3273201,0.515786409,0.01369985,19.19029999,-2.770970106,21.96126938,1.72518599,11.26603985,11.37372971,1.601737022,1384,55.76259995,9.762339592,0.483584315,592.6557007,171.9160004,175.1737976,587.0994873,154.5912018,244.7890015,61.92259979,0.423280388,92.16284943,234.1063995,227.0160065,81.14401245,1.025485039,1.46994698,0.514361024,0.275744796,1.360445023,0.621385515,0.627333522,1.358000994,-28,192,49.25656826,880,0.055973373,1208.826202
NOPU,ARGE108,5148,-71.8,-41.15,Nothofagus,obliqua,6.338881016,11.3273201,0.515786409,0.01369985,19.19029999,-2.770970106,21.96126938,1.72518599,11.26603985,11.37372971,1.601737022,1384,55.76259995,9.762339592,0.483584315,592.6557007,171.9160004,175.1737976,587.0994873,154.5912018,244.7890015,61.92259979,0.423280388,92.16284943,234.1063995,227.0160065,81.14401245,1.025485039,1.46994698,0.514361024,0.275744796,1.360445023,0.621385515,0.627333522,1.358000994,-28,192,49.25656826,880,0.055973373,1208.826202
NOPU,ARGE109,4038,-68.38,-54.78,Nothofagus,obliqua,2.399765015,7.875442982,0.522570014,0.00982857,10.58059978,-4.489999771,15.07059956,2.669728994,1.18186903,5.780151844,-1.118535995,652.9995728,15.23960018,9.297679901,0.124866098,186.5285034,134.7492981,172.0565948,157.6333008,103.0588989,182.9649963,26.20100021,0.541853011,74.09046936,106.799202,164.3345032,37.51837158,0.997042,1.047786951,0.924564004,0.044194169,1.044698954,0.940218627,0.954633772,1.036610007,-45,106,23.31409863,498,0.046815459,480.9429779
ARAR,ARGE114,13723,-71.0691,-37.8651,Araucaria,araucana,6.192512989,14.53983021,0.570188284,0.01446448,21.93230057,-3.567739964,25.50004005,1.498445988,11.50267982,11.50267982,1.225409985,1022,43.42050171,4.747149944,0.683880687,516.7484741,82.13568878,82.13568878,498.3793945,177.0207062,273.7070007,80.05549622,0.385406196,90.15088654,258.7011108,258.7011108,95.39446259,0.78867662,1.328806043,0.289932013,0.488549113,1.28626895,0.329658806,0.333538711,1.273035049,-36,220,46.41425787,893,0.051975653,939.8643112
ARAR,ARGE115,13724,-70.75,-38.63,Araucaria,araucana,8.186416626,14.93227005,0.573392987,0.01540069,24.16130066,-1.880650043,26.04195023,3.076142073,13.74193954,13.80130005,2.828685045,665.9998779,28.55629921,3.534339905,0.652613223,330.2669983,59.42916107,59.49806976,315.7492065,172.9176941,267.9970093,76.26000214,0.392882913,86.09738922,256.653595,253.9499054,91.65080261,0.647481501,1.17753005,0.235440001,0.544761896,1.127275944,0.262833506,0.264345497,1.126395941,-19,242,36.71928532,1066,0.034445859,606.5018082
ARAR,ARGE116,13725,-71.4426,-39.6163,Araucaria,araucana,6.839673042,12.91790962,0.557658374,0.01359373,21.17099953,-1.993549943,23.16455078,2.32913208,11.74740982,11.84708977,2.175409079,1006,42.00170135,5.395850182,0.633247793,488.7424927,90.98420715,93.45424652,478.6921082,166.0191956,259.3200073,70.36229706,0.407298803,80.59266663,249.1378021,242.280899,85.54873657,0.821361601,1.328953981,0.323107004,0.442782313,1.276994944,0.366055608,0.366055608,1.26967597,-20,212,53.56842453,945,0.056686164,912.5457535
ARAR,ARGE117,13726,-71.0436,-39.5463,Araucaria,araucana,7.237771988,13.38498974,0.558158875,0.01451593,21.98060036,-2,23.98060036,2.371092081,12.45238972,12.53637028,2.218734026,668.0001221,28.93050003,3.120690107,0.675785899,337.696106,56.76213837,59.42387009,327.2367859,166.1573944,259.2019958,70.40840149,0.40667209,80.74256897,249.2928009,242.519104,85.72290039,0.680157423,1.193899035,0.248172998,0.5167225,1.150459051,0.281119198,0.281119198,1.148676038,-20,220,45.04409002,957,0.047068015,608.576252
ARAR,ARGE118,13727,-71.2491,-39.1523,Araucaria,araucana,7.047972202,13.67943954,0.56677711,0.01374463,22.16130066,-1.974189997,24.13549042,2.424169064,12.00434971,12.09729958,2.306179047,975.9998169,40.52330017,4.750100136,0.655630112,484.0613098,84.43882751,86.48721313,468.3214111,169.491394,264.1960144,73.15869904,0.401055694,83.65419006,253.3863983,246.5290985,88.61186981,0.789024115,1.310016036,0.294488013,0.473409504,1.269319057,0.337531298,0.337531298,1.25769496,-20,222,50.19538491,1077,0.046606671,889.5126038
ARAR,ARGE119,13728,-71.0803,-38.8257,Araucaria,araucana,8.172177315,14.29409027,0.571247518,0.0141561,23.86129951,-1.16129005,25.02259064,3.492784023,13.37839031,13.37973976,3.253226042,999.9998169,42.04669952,4.956699848,0.655716181,496.7655029,86.18206024,87.88169861,476.3497009,172.3316956,267.7680054,75.46060181,0.396246195,85.19480133,253.8045959,249.7256012,90.7959137,0.773114204,1.319455028,0.281791002,0.494670987,1.272827983,0.322528601,0.322528601,1.258762002,-12,239,45.92504348,1130,0.040641631,912.1181183
ARAR,ARGE120,13729,-71.2896,-39.3075,Araucaria,araucana,6.201941013,13.47290993,0.562656224,0.01384652,21.07099915,-2.874190092,23.94519043,1.566823959,11.16874027,11.26939011,1.440273046,896.0001221,37.40259933,4.291059971,0.655871987,444.3016052,76.92220306,79.81317139,431.9768066,168.6360016,263.1940002,72.45159912,0.402390003,83.07145691,252.4938965,245.6347961,88.08389282,0.774229705,1.281816006,0.291788995,0.470038593,1.240883946,0.333806306,0.333806306,1.23210299,-29,211,50.02660597,977,0.051204305,816.1869507
ARAR,ARGE121,13730,-70.8,-39.4,Araucaria,araucana,7.86903286,13.98565006,0.555983126,0.0155207,23.09029961,-2.064519882,25.15481949,2.787069082,13.30068016,13.51702023,2.474019051,466.9999084,21.18199921,2.201980114,0.685104012,238.9375,40.63034821,41.76802826,228.1634979,167.9096069,261.7539978,71.70259857,0.403722197,81.43540955,252.8778992,248.8014069,87.29311371,0.573979318,1.10847795,0.204108998,0.571090579,1.046174049,0.230216503,0.230945304,1.041206956,-21,231,36.66908277,1015,0.036127175,425.2318802
ARAR,ARGE122,13731,-71.3207,-39.0951,Araucaria,araucana,7.047972202,13.67943954,0.56677711,0.01374463,22.16130066,-1.974189997,24.13549042,2.424169064,12.00434971,12.09729958,2.306179047,975.9998169,40.52330017,4.750100136,0.655630112,484.0613098,84.43882751,86.48721313,468.3214111,169.491394,264.1960144,73.15869904,0.401055694,83.65419006,253.3863983,246.5290985,88.61186981,0.789024115,1.310016036,0.294488013,0.473409504,1.269319057,0.337531298,0.337531298,1.25769496,-20,222,50.19538491,1077,0.046606671,889.5126038
ARAR,ARGE123,13732,-71.17,-39.22,Araucaria,araucana,6.201941013,13.47290993,0.562656224,0.01384652,21.07099915,-2.874190092,23.94519043,1.566823959,11.16874027,11.26939011,1.440273046,896.0001221,37.40259933,4.291059971,0.655871987,444.3016052,76.92220306,79.81317139,431.9768066,168.6360016,263.1940002,72.45159912,0.402390003,83.07145691,252.4938965,245.6347961,88.08389282,0.774229705,1.281816006,0.291788995,0.470038593,1.240883946,0.333806306,0.333806306,1.23210299,-29,211,50.02660597,977,0.051204305,816.1869507
NOPU,ARGE124,16942,-71.7,-40.8833,Nothofagus,obliqua,5.530862808,11.37631035,0.522545516,0.01358365,18.39030075,-3.380650043,21.77095032,0.887419224,10.40044022,10.51294041,0.854168475,1279,52.0768013,8.589220047,0.501498818,555.385498,152.3511963,156.1450958,552.7523804,156.6571045,247.272995,62.98160172,0.421546787,87.26535797,236.9954071,229.9062042,82.23742676,0.99332428,1.432621002,0.479900986,0.291443497,1.33187604,0.579735398,0.585986793,1.331192017,-34,184,50.00923033,856,0.058421998,1122.854904
